run_id,mode,prompt_id,run_index,warmup,gamma,max_gen_len,prompt_tokens,target_url,target_service_model,target_input_device,target_device_map,target_requested_device_map,target_output_device,local_target_model,local_target_device,drafter_model,drafter_device,response_format,response_dtype,cloud_generate_use_cache,network_simulated,sim_rtt_ms,sim_uplink_mbps,sim_downlink_mbps,target_generate_steps,generated_tokens,throughput_tokens_s,generation_total_ns,generation_total_ms,target_cloud_generate_ns,target_cloud_generate_ms,target_downlink_ns,target_downlink_ms,target_http_total_ns,target_http_total_ms,target_model_forward_ns,target_model_forward_ms,target_request_encode_ns,target_request_encode_ms,target_response_decode_ns,target_response_decode_ms,target_response_wait_ns,target_response_wait_ms,target_server_encode_ns,target_server_encode_ms,target_upload_ns,target_upload_ms,drafts_accepted,drafts_speculated,acceptance_rate,server_accept_mode,drafter_generate_ns,drafter_generate_ms,target_cloud_verify_ns,target_cloud_verify_ms
97dbf561-3530-4b5d-af41-885124843550,cloud_target_generate,0,0,True,4,64,17,http://127.0.0.1:8000,/home/chajiahao/data/hf_models/Qwen3-14B,cuda:0,"{'model.embed_tokens': '0', 'model.layers.0': '0', 'model.layers.1': '0', 'model.layers.2': '1', 'model.layers.3': '1', 'model.layers.4': '1', 'model.layers.5': '1', 'model.layers.6': '1', 'model.layers.7': '1', 'model.layers.8': '1', 'model.layers.9': '2', 'model.layers.10': '2', 'model.layers.11': '2', 'model.layers.12': '2', 'model.layers.13': '2', 'model.layers.14': '2', 'model.layers.15': '2', 'model.layers.16': '3', 'model.layers.17': '3', 'model.layers.18': '3', 'model.layers.19': '3', 'model.layers.20': '3', 'model.layers.21': '3', 'model.layers.22': '3', 'model.layers.23': '4', 'model.layers.24': '4', 'model.layers.25': '4', 'model.layers.26': '4', 'model.layers.27': '4', 'model.layers.28': '4', 'model.layers.29': '4', 'model.layers.30': '5', 'model.layers.31': '5', 'model.layers.32': '5', 'model.layers.33': '5', 'model.layers.34': '5', 'model.layers.35': '5', 'model.layers.36': '5', 'model.layers.37': '6', 'model.layers.38': '6', 'model.layers.39': '6', 'model.norm': '6', 'model.rotary_emb': '6', 'lm_head': '6'}",balanced,cpu,Qwen/Qwen2.5-1.5B-Instruct,cuda:0,/home/chajiahao/data/hf_models/Qwen3-0.6B,cuda:0,binary,float32,False,False,0.0,0.0,0.0,64,64,12.289682748981292,5207620189,5207.620189,5181115277,5181.115277,253992,0.253992,5206949706,5206.949706,5165056878,5165.056878,50158,0.050158,100303,0.100303,5206362882,5206.362882,68873,0.068873,283337,0.283337,,,,,,,,
ad688474-b292-44bb-b078-5f7f62fb97a7,cloud_target_generate,0,0,False,4,64,17,http://127.0.0.1:8000,/home/chajiahao/data/hf_models/Qwen3-14B,cuda:0,"{'model.embed_tokens': '0', 'model.layers.0': '0', 'model.layers.1': '0', 'model.layers.2': '1', 'model.layers.3': '1', 'model.layers.4': '1', 'model.layers.5': '1', 'model.layers.6': '1', 'model.layers.7': '1', 'model.layers.8': '1', 'model.layers.9': '2', 'model.layers.10': '2', 'model.layers.11': '2', 'model.layers.12': '2', 'model.layers.13': '2', 'model.layers.14': '2', 'model.layers.15': '2', 'model.layers.16': '3', 'model.layers.17': '3', 'model.layers.18': '3', 'model.layers.19': '3', 'model.layers.20': '3', 'model.layers.21': '3', 'model.layers.22': '3', 'model.layers.23': '4', 'model.layers.24': '4', 'model.layers.25': '4', 'model.layers.26': '4', 'model.layers.27': '4', 'model.layers.28': '4', 'model.layers.29': '4', 'model.layers.30': '5', 'model.layers.31': '5', 'model.layers.32': '5', 'model.layers.33': '5', 'model.layers.34': '5', 'model.layers.35': '5', 'model.layers.36': '5', 'model.layers.37': '6', 'model.layers.38': '6', 'model.layers.39': '6', 'model.norm': '6', 'model.rotary_emb': '6', 'lm_head': '6'}",balanced,cpu,Qwen/Qwen2.5-1.5B-Instruct,cuda:0,/home/chajiahao/data/hf_models/Qwen3-0.6B,cuda:0,binary,float32,False,False,0.0,0.0,0.0,64,64,12.575617354170546,5089213372,5089.213372,5084830845,5084.830845,85250,0.08525,5088849041,5088.849041,5066581319,5066.581319,71532,0.071532,35374,0.035374,5088136349,5088.136349,250861,0.250861,607017,0.607017,,,,,,,,
5db0065f-f256-44f9-972a-afa76e8c0064,cloud_target_generate,0,1,False,4,64,17,http://127.0.0.1:8000,/home/chajiahao/data/hf_models/Qwen3-14B,cuda:0,"{'model.embed_tokens': '0', 'model.layers.0': '0', 'model.layers.1': '0', 'model.layers.2': '1', 'model.layers.3': '1', 'model.layers.4': '1', 'model.layers.5': '1', 'model.layers.6': '1', 'model.layers.7': '1', 'model.layers.8': '1', 'model.layers.9': '2', 'model.layers.10': '2', 'model.layers.11': '2', 'model.layers.12': '2', 'model.layers.13': '2', 'model.layers.14': '2', 'model.layers.15': '2', 'model.layers.16': '3', 'model.layers.17': '3', 'model.layers.18': '3', 'model.layers.19': '3', 'model.layers.20': '3', 'model.layers.21': '3', 'model.layers.22': '3', 'model.layers.23': '4', 'model.layers.24': '4', 'model.layers.25': '4', 'model.layers.26': '4', 'model.layers.27': '4', 'model.layers.28': '4', 'model.layers.29': '4', 'model.layers.30': '5', 'model.layers.31': '5', 'model.layers.32': '5', 'model.layers.33': '5', 'model.layers.34': '5', 'model.layers.35': '5', 'model.layers.36': '5', 'model.layers.37': '6', 'model.layers.38': '6', 'model.layers.39': '6', 'model.norm': '6', 'model.rotary_emb': '6', 'lm_head': '6'}",balanced,cpu,Qwen/Qwen2.5-1.5B-Instruct,cuda:0,/home/chajiahao/data/hf_models/Qwen3-0.6B,cuda:0,binary,float32,False,False,0.0,0.0,0.0,64,64,13.079258106811917,4893243904,4893.243904,4888006597,4888.006597,183846,0.183846,4892720130,4892.72013,4871611236,4871.611236,25283,0.025283,69260,0.06926,4892282908,4892.282908,76793,0.076793,212835,0.212835,,,,,,,,
b49b3412-24ef-42df-9807-dabd8d6b104e,cloud_target_generate,0,2,False,4,64,17,http://127.0.0.1:8000,/home/chajiahao/data/hf_models/Qwen3-14B,cuda:0,"{'model.embed_tokens': '0', 'model.layers.0': '0', 'model.layers.1': '0', 'model.layers.2': '1', 'model.layers.3': '1', 'model.layers.4': '1', 'model.layers.5': '1', 'model.layers.6': '1', 'model.layers.7': '1', 'model.layers.8': '1', 'model.layers.9': '2', 'model.layers.10': '2', 'model.layers.11': '2', 'model.layers.12': '2', 'model.layers.13': '2', 'model.layers.14': '2', 'model.layers.15': '2', 'model.layers.16': '3', 'model.layers.17': '3', 'model.layers.18': '3', 'model.layers.19': '3', 'model.layers.20': '3', 'model.layers.21': '3', 'model.layers.22': '3', 'model.layers.23': '4', 'model.layers.24': '4', 'model.layers.25': '4', 'model.layers.26': '4', 'model.layers.27': '4', 'model.layers.28': '4', 'model.layers.29': '4', 'model.layers.30': '5', 'model.layers.31': '5', 'model.layers.32': '5', 'model.layers.33': '5', 'model.layers.34': '5', 'model.layers.35': '5', 'model.layers.36': '5', 'model.layers.37': '6', 'model.layers.38': '6', 'model.layers.39': '6', 'model.norm': '6', 'model.rotary_emb': '6', 'lm_head': '6'}",balanced,cpu,Qwen/Qwen2.5-1.5B-Instruct,cuda:0,/home/chajiahao/data/hf_models/Qwen3-0.6B,cuda:0,binary,float32,False,False,0.0,0.0,0.0,64,64,12.531618828518797,5107081605,5107.081605,5103663771,5103.663771,182995,0.182995,5106414923,5106.414923,5084755291,5084.755291,92262,0.092262,69145,0.069145,5105536985,5105.536985,143701,0.143701,652042,0.652042,,,,,,,,
5bea396d-1ac5-4818-a9fa-ab8021e4292c,speculative_server_accept,0,0,True,4,64,17,http://127.0.0.1:8000,/home/chajiahao/data/hf_models/Qwen3-14B,cuda:0,"{'model.embed_tokens': '0', 'model.layers.0': '0', 'model.layers.1': '0', 'model.layers.2': '1', 'model.layers.3': '1', 'model.layers.4': '1', 'model.layers.5': '1', 'model.layers.6': '1', 'model.layers.7': '1', 'model.layers.8': '1', 'model.layers.9': '2', 'model.layers.10': '2', 'model.layers.11': '2', 'model.layers.12': '2', 'model.layers.13': '2', 'model.layers.14': '2', 'model.layers.15': '2', 'model.layers.16': '3', 'model.layers.17': '3', 'model.layers.18': '3', 'model.layers.19': '3', 'model.layers.20': '3', 'model.layers.21': '3', 'model.layers.22': '3', 'model.layers.23': '4', 'model.layers.24': '4', 'model.layers.25': '4', 'model.layers.26': '4', 'model.layers.27': '4', 'model.layers.28': '4', 'model.layers.29': '4', 'model.layers.30': '5', 'model.layers.31': '5', 'model.layers.32': '5', 'model.layers.33': '5', 'model.layers.34': '5', 'model.layers.35': '5', 'model.layers.36': '5', 'model.layers.37': '6', 'model.layers.38': '6', 'model.layers.39': '6', 'model.norm': '6', 'model.rotary_emb': '6', 'lm_head': '6'}",balanced,cpu,Qwen/Qwen2.5-1.5B-Instruct,cuda:0,/home/chajiahao/data/hf_models/Qwen3-0.6B,cuda:0,binary,float32,False,False,0.0,0.0,0.0,,64,10.482095480136119,6105649402,6105.649402,,,3588524,3.588524,2508430930,2508.43093,2432490068,2432.490068,989076,0.989076,832590,0.83259,2497411090,2497.41109,922105,0.922105,6312623,6.312623,43,80,0.5375,True,3537172369,3537.172369,2437752568,2437.752568
909d068f-c14e-4c6d-ae2d-bf5901060758,speculative_server_accept,0,0,False,4,64,17,http://127.0.0.1:8000,/home/chajiahao/data/hf_models/Qwen3-14B,cuda:0,"{'model.embed_tokens': '0', 'model.layers.0': '0', 'model.layers.1': '0', 'model.layers.2': '1', 'model.layers.3': '1', 'model.layers.4': '1', 'model.layers.5': '1', 'model.layers.6': '1', 'model.layers.7': '1', 'model.layers.8': '1', 'model.layers.9': '2', 'model.layers.10': '2', 'model.layers.11': '2', 'model.layers.12': '2', 'model.layers.13': '2', 'model.layers.14': '2', 'model.layers.15': '2', 'model.layers.16': '3', 'model.layers.17': '3', 'model.layers.18': '3', 'model.layers.19': '3', 'model.layers.20': '3', 'model.layers.21': '3', 'model.layers.22': '3', 'model.layers.23': '4', 'model.layers.24': '4', 'model.layers.25': '4', 'model.layers.26': '4', 'model.layers.27': '4', 'model.layers.28': '4', 'model.layers.29': '4', 'model.layers.30': '5', 'model.layers.31': '5', 'model.layers.32': '5', 'model.layers.33': '5', 'model.layers.34': '5', 'model.layers.35': '5', 'model.layers.36': '5', 'model.layers.37': '6', 'model.layers.38': '6', 'model.layers.39': '6', 'model.norm': '6', 'model.rotary_emb': '6', 'lm_head': '6'}",balanced,cpu,Qwen/Qwen2.5-1.5B-Instruct,cuda:0,/home/chajiahao/data/hf_models/Qwen3-0.6B,cuda:0,binary,float32,False,False,0.0,0.0,0.0,,64,11.127770476973142,5751376714,5751.376714,,,3779350,3.77935,2427707773,2427.707773,2355436731,2355.436731,966116,0.966116,851545,0.851545,2416922225,2416.922225,889082,0.889082,5923539,5.923539,43,80,0.5375,True,3289834840,3289.83484,2360673651,2360.673651
5ae6c35a-bac2-411c-ae60-3bdf40f90dd6,speculative_server_accept,0,1,False,4,64,17,http://127.0.0.1:8000,/home/chajiahao/data/hf_models/Qwen3-14B,cuda:0,"{'model.embed_tokens': '0', 'model.layers.0': '0', 'model.layers.1': '0', 'model.layers.2': '1', 'model.layers.3': '1', 'model.layers.4': '1', 'model.layers.5': '1', 'model.layers.6': '1', 'model.layers.7': '1', 'model.layers.8': '1', 'model.layers.9': '2', 'model.layers.10': '2', 'model.layers.11': '2', 'model.layers.12': '2', 'model.layers.13': '2', 'model.layers.14': '2', 'model.layers.15': '2', 'model.layers.16': '3', 'model.layers.17': '3', 'model.layers.18': '3', 'model.layers.19': '3', 'model.layers.20': '3', 'model.layers.21': '3', 'model.layers.22': '3', 'model.layers.23': '4', 'model.layers.24': '4', 'model.layers.25': '4', 'model.layers.26': '4', 'model.layers.27': '4', 'model.layers.28': '4', 'model.layers.29': '4', 'model.layers.30': '5', 'model.layers.31': '5', 'model.layers.32': '5', 'model.layers.33': '5', 'model.layers.34': '5', 'model.layers.35': '5', 'model.layers.36': '5', 'model.layers.37': '6', 'model.layers.38': '6', 'model.layers.39': '6', 'model.norm': '6', 'model.rotary_emb': '6', 'lm_head': '6'}",balanced,cpu,Qwen/Qwen2.5-1.5B-Instruct,cuda:0,/home/chajiahao/data/hf_models/Qwen3-0.6B,cuda:0,binary,float32,False,False,0.0,0.0,0.0,,64,11.08447955400538,5773838969,5773.838969,,,3586177,3.586177,2493321529,2493.321529,2419981936,2419.981936,1001897,1.001897,801332,0.801332,2482600506,2482.600506,915476,0.915476,5970786,5.970786,43,80,0.5375,True,3249359250,3249.35925,2425148380,2425.14838
45a764c4-988a-48e9-837d-cdfc07c5c625,speculative_server_accept,0,2,False,4,64,17,http://127.0.0.1:8000,/home/chajiahao/data/hf_models/Qwen3-14B,cuda:0,"{'model.embed_tokens': '0', 'model.layers.0': '0', 'model.layers.1': '0', 'model.layers.2': '1', 'model.layers.3': '1', 'model.layers.4': '1', 'model.layers.5': '1', 'model.layers.6': '1', 'model.layers.7': '1', 'model.layers.8': '1', 'model.layers.9': '2', 'model.layers.10': '2', 'model.layers.11': '2', 'model.layers.12': '2', 'model.layers.13': '2', 'model.layers.14': '2', 'model.layers.15': '2', 'model.layers.16': '3', 'model.layers.17': '3', 'model.layers.18': '3', 'model.layers.19': '3', 'model.layers.20': '3', 'model.layers.21': '3', 'model.layers.22': '3', 'model.layers.23': '4', 'model.layers.24': '4', 'model.layers.25': '4', 'model.layers.26': '4', 'model.layers.27': '4', 'model.layers.28': '4', 'model.layers.29': '4', 'model.layers.30': '5', 'model.layers.31': '5', 'model.layers.32': '5', 'model.layers.33': '5', 'model.layers.34': '5', 'model.layers.35': '5', 'model.layers.36': '5', 'model.layers.37': '6', 'model.layers.38': '6', 'model.layers.39': '6', 'model.norm': '6', 'model.rotary_emb': '6', 'lm_head': '6'}",balanced,cpu,Qwen/Qwen2.5-1.5B-Instruct,cuda:0,/home/chajiahao/data/hf_models/Qwen3-0.6B,cuda:0,binary,float32,False,False,0.0,0.0,0.0,,64,11.579882609450285,5526826321,5526.826321,,,3538274,3.538274,2383016718,2383.016718,2314188482,2314.188482,943187,0.943187,782417,0.782417,2372902309,2372.902309,860521,0.860521,5634919,5.634919,43,80,0.5375,True,3111670085,3111.670085,2319116000,2319.116
cdac0d4b-2f30-4fce-9000-12a76151e630,cloud_target_generate,1,0,True,4,64,18,http://127.0.0.1:8000,/home/chajiahao/data/hf_models/Qwen3-14B,cuda:0,"{'model.embed_tokens': '0', 'model.layers.0': '0', 'model.layers.1': '0', 'model.layers.2': '1', 'model.layers.3': '1', 'model.layers.4': '1', 'model.layers.5': '1', 'model.layers.6': '1', 'model.layers.7': '1', 'model.layers.8': '1', 'model.layers.9': '2', 'model.layers.10': '2', 'model.layers.11': '2', 'model.layers.12': '2', 'model.layers.13': '2', 'model.layers.14': '2', 'model.layers.15': '2', 'model.layers.16': '3', 'model.layers.17': '3', 'model.layers.18': '3', 'model.layers.19': '3', 'model.layers.20': '3', 'model.layers.21': '3', 'model.layers.22': '3', 'model.layers.23': '4', 'model.layers.24': '4', 'model.layers.25': '4', 'model.layers.26': '4', 'model.layers.27': '4', 'model.layers.28': '4', 'model.layers.29': '4', 'model.layers.30': '5', 'model.layers.31': '5', 'model.layers.32': '5', 'model.layers.33': '5', 'model.layers.34': '5', 'model.layers.35': '5', 'model.layers.36': '5', 'model.layers.37': '6', 'model.layers.38': '6', 'model.layers.39': '6', 'model.norm': '6', 'model.rotary_emb': '6', 'lm_head': '6'}",balanced,cpu,Qwen/Qwen2.5-1.5B-Instruct,cuda:0,/home/chajiahao/data/hf_models/Qwen3-0.6B,cuda:0,binary,float32,False,False,0.0,0.0,0.0,64,64,13.256964191047908,4827651269,4827.651269,4823245874,4823.245874,417027,0.417027,4826964057,4826.964057,4806326828,4806.326828,76249,0.076249,90804,0.090804,4825971444,4825.971444,65618,0.065618,525475,0.525475,,,,,,,,
aa6935d6-bc8d-4f82-9131-26e87f7779cf,cloud_target_generate,1,0,False,4,64,18,http://127.0.0.1:8000,/home/chajiahao/data/hf_models/Qwen3-14B,cuda:0,"{'model.embed_tokens': '0', 'model.layers.0': '0', 'model.layers.1': '0', 'model.layers.2': '1', 'model.layers.3': '1', 'model.layers.4': '1', 'model.layers.5': '1', 'model.layers.6': '1', 'model.layers.7': '1', 'model.layers.8': '1', 'model.layers.9': '2', 'model.layers.10': '2', 'model.layers.11': '2', 'model.layers.12': '2', 'model.layers.13': '2', 'model.layers.14': '2', 'model.layers.15': '2', 'model.layers.16': '3', 'model.layers.17': '3', 'model.layers.18': '3', 'model.layers.19': '3', 'model.layers.20': '3', 'model.layers.21': '3', 'model.layers.22': '3', 'model.layers.23': '4', 'model.layers.24': '4', 'model.layers.25': '4', 'model.layers.26': '4', 'model.layers.27': '4', 'model.layers.28': '4', 'model.layers.29': '4', 'model.layers.30': '5', 'model.layers.31': '5', 'model.layers.32': '5', 'model.layers.33': '5', 'model.layers.34': '5', 'model.layers.35': '5', 'model.layers.36': '5', 'model.layers.37': '6', 'model.layers.38': '6', 'model.layers.39': '6', 'model.norm': '6', 'model.rotary_emb': '6', 'lm_head': '6'}",balanced,cpu,Qwen/Qwen2.5-1.5B-Instruct,cuda:0,/home/chajiahao/data/hf_models/Qwen3-0.6B,cuda:0,binary,float32,False,False,0.0,0.0,0.0,64,64,13.289883921205428,4815692927,4815.692927,4811228045,4811.228045,198132,0.198132,4815030649,4815.030649,4794919439,4794.919439,75703,0.075703,78487,0.078487,4814218691,4814.218691,55554,0.055554,566697,0.566697,,,,,,,,
