run_id,mode,prompt_id,run_index,warmup,gamma,max_gen_len,prompt_tokens,target_url,local_target_model,drafter_model,response_format,response_dtype,cloud_generate_use_cache,network_simulated,sim_rtt_ms,sim_uplink_mbps,sim_downlink_mbps,target_generate_steps,generated_tokens,throughput_tokens_s,generation_total_ns,generation_total_ms,target_cloud_generate_ns,target_cloud_generate_ms,target_downlink_ns,target_downlink_ms,target_http_total_ns,target_http_total_ms,target_model_forward_ns,target_model_forward_ms,target_request_encode_ns,target_request_encode_ms,target_response_decode_ns,target_response_decode_ms,target_response_wait_ns,target_response_wait_ms,target_server_encode_ns,target_server_encode_ms,target_upload_ns,target_upload_ms,drafts_accepted,drafts_speculated,acceptance_rate,acceptance_sampling_ns,acceptance_sampling_ms,drafter_generate_ns,drafter_generate_ms,target_cloud_verify_ns,target_cloud_verify_ms,target_tensor_materialize_ns,target_tensor_materialize_ms
24c6e813-193f-48fc-bfba-32cbe47bdac1,cloud_target_generate,0,0,True,4,35,28,http://127.0.0.1:8000,Qwen/Qwen2.5-1.5B-Instruct,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,binary,float32,False,True,40.0,100.0,200.0,35,35,37.53604430828455,932437092,932.437092,887999882,887.999882,20308565,20.308565,931804204,931.804204,881311182,881.311182,40059,0.040059,87728,0.087728,890608834,890.608834,33209,0.033209,20812121,20.812121,,,,,,,,,,,
ab79ad1d-ef0c-40eb-94b5-b9fb48cb1b8e,cloud_target_generate,0,0,False,4,35,28,http://127.0.0.1:8000,Qwen/Qwen2.5-1.5B-Instruct,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,binary,float32,False,True,40.0,100.0,200.0,35,35,38.46053979769793,910023629,910.023629,865696457,865.696457,20381664,20.381664,909326028,909.326028,859136014,859.136014,81273,0.081273,70192,0.070192,868086044,868.086044,33827,0.033827,20804204,20.804204,,,,,,,,,,,
e8f0ea63-593f-4878-8dea-993bff9fdd89,cloud_target_generate,0,1,False,4,35,28,http://127.0.0.1:8000,Qwen/Qwen2.5-1.5B-Instruct,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,binary,float32,False,True,40.0,100.0,200.0,35,35,38.931188923360416,899022120,899.02212,854490149,854.490149,20375398,20.375398,898324056,898.324056,847900807,847.900807,81015,0.081015,70464,0.070464,857105382,857.105382,33466,0.033466,20791051,20.791051,,,,,,,,,,,
8f2633cf-c0cd-4c35-a160-4a312678cdd7,cloud_target_generate,0,2,False,4,35,28,http://127.0.0.1:8000,Qwen/Qwen2.5-1.5B-Instruct,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,binary,float32,False,True,40.0,100.0,200.0,35,35,35.631648141457205,982272834,982.272834,937955432,937.955432,20372401,20.372401,981596491,981.596491,930958585,930.958585,78511,0.078511,71051,0.071051,940362289,940.362289,35120,0.03512,20807784,20.807784,,,,,,,,,,,
54612636-b1e1-43e3-8253-0cf511dc7e0b,speculative,0,0,True,4,35,28,http://127.0.0.1:8000,Qwen/Qwen2.5-1.5B-Instruct,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,binary,float32,False,True,40.0,100.0,200.0,,35,8.897384412059397,3933740342,3933.740342,,,1512077343,1512.077343,2243774397,2243.774397,466202608,466.202608,534687,0.534687,618822,0.618822,504276419,504.276419,5999329,5.999329,226943429,226.943429,24,40,0.6,12907418,12.907418,1521044839,1521.044839,475228276,475.228276,28513332,28.513332
122ed22c-3d5e-4740-8f35-4fd8ede9c3f6,speculative,0,0,False,4,35,28,http://127.0.0.1:8000,Qwen/Qwen2.5-1.5B-Instruct,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,binary,float32,False,True,40.0,100.0,200.0,,35,11.126476906410815,3145649813,3145.649813,,,1347412165,1347.412165,2025677524,2025.677524,434817880,434.81788,448378,0.448378,494394,0.494394,471598855,471.598855,5412608,5.412608,206335086,206.335086,25,36,0.6944444444444444,6932890,6.93289,1069845817,1069.845817,443051970,443.05197,19813397,19.813397
dd16d27a-df86-437e-b71b-9afb6fb88bd9,speculative,0,1,False,4,35,28,http://127.0.0.1:8000,Qwen/Qwen2.5-1.5B-Instruct,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,binary,float32,False,True,40.0,100.0,200.0,,15,8.146737245501162,1841227911,1841.227911,,,774429212,774.429212,1192543101,1192.543101,270347224,270.347224,396747,0.396747,394350,0.39435,294000941,294.000941,3707728,3.707728,123764437,123.764437,9,20,0.45,3373367,3.373367,616852282,616.852282,275919700,275.9197,11999086,11.999086
3f29d76c-a393-4190-82de-1864a58cb793,speculative,0,2,False,4,35,28,http://127.0.0.1:8000,Qwen/Qwen2.5-1.5B-Instruct,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,binary,float32,False,True,40.0,100.0,200.0,,35,10.71268761522364,3267153982,3267.153982,,,1446091380,1446.09138,2167177856,2167.177856,457350887,457.350887,521495,0.521495,624646,0.624646,495142876,495.142876,5816735,5.816735,225508160,225.50816,24,38,0.631578947368421,8956358,8.956358,1036689074,1036.689074,465931540,465.93154,23754926,23.754926
0e0dfd71-3715-4fda-9189-45fbacc34f56,cloud_target_generate,1,0,True,4,35,29,http://127.0.0.1:8000,Qwen/Qwen2.5-1.5B-Instruct,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,binary,float32,False,True,40.0,100.0,200.0,35,35,35.19941308780213,994334761,994.334761,950817665,950.817665,20268586,20.268586,993820541,993.820541,943958870,943.95887,23504,0.023504,72909,0.072909,952881229,952.881229,33649,0.033649,20640626,20.640626,,,,,,,,,,,
d412f441-42a6-4135-9f9e-1878b549c56a,cloud_target_generate,1,0,False,4,35,29,http://127.0.0.1:8000,Qwen/Qwen2.5-1.5B-Instruct,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,binary,float32,False,True,40.0,100.0,200.0,35,35,36.85514232361368,949663949,949.663949,905372877,905.372877,20325763,20.325763,949094425,949.094425,898935419,898.935419,79840,0.07984,79333,0.079333,908085428,908.085428,33272,0.033272,20631873,20.631873,,,,,,,,,,,
4e7829b1-5d12-4ba3-a274-d8815dbf7639,cloud_target_generate,1,1,False,4,35,29,http://127.0.0.1:8000,Qwen/Qwen2.5-1.5B-Instruct,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,binary,float32,False,True,40.0,100.0,200.0,35,35,39.05521467686844,896167139,896.167139,851709701,851.709701,20386475,20.386475,895561824,895.561824,845205279,845.205279,66618,0.066618,73001,0.073001,854352511,854.352511,31353,0.031353,20770007,20.770007,,,,,,,,,,,
0fdbfd19-f26c-4491-86e3-bec5bbed2268,cloud_target_generate,1,2,False,4,35,29,http://127.0.0.1:8000,Qwen/Qwen2.5-1.5B-Instruct,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,binary,float32,False,True,40.0,100.0,200.0,35,35,38.681302370318264,904829927,904.829927,860444594,860.444594,20403463,20.403463,904161508,904.161508,854258307,854.258307,105394,0.105394,73325,0.073325,862863575,862.863575,34564,0.034564,20841210,20.84121,,,,,,,,,,,
3b3ba728-63ed-4af0-b679-196f7ca56c59,speculative,1,0,True,4,35,29,http://127.0.0.1:8000,Qwen/Qwen2.5-1.5B-Instruct,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,binary,float32,False,True,40.0,100.0,200.0,,35,11.893746891354738,2942722787,2942.722787,,,1246956170,1246.95617,1933473409,1933.473409,422955907,422.955907,645605,0.645605,631873,0.631873,459059797,459.059797,4712566,4.712566,226939681,226.939681,24,30,0.8,6716073,6.716073,953391580,953.39158,430130542,430.130542,21132602,21.132602
e3627931-0bfe-4ff4-9161-6066229225f3,speculative,1,0,False,4,35,29,http://127.0.0.1:8000,Qwen/Qwen2.5-1.5B-Instruct,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,binary,float32,False,True,40.0,100.0,200.0,,35,11.714941892089136,2987637525,2987.637525,,,1245323079,1245.323079,1990415942,1990.415942,482202757,482.202757,709021,0.709021,652028,0.652028,518163690,518.16369,4937630,4.93763,226403927,226.403927,24,30,0.8,5573249,5.573249,947380693,947.380693,489809227,489.809227,18416853,18.416853
6efbc8ea-14a7-4060-a49a-25fa5e7b32c8,speculative,1,1,False,4,35,29,http://127.0.0.1:8000,Qwen/Qwen2.5-1.5B-Instruct,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,binary,float32,False,True,40.0,100.0,200.0,,35,13.780554226621247,2539810767,2539.810767,,,1062809650,1062.80965,1599271316,1599.271316,343856077,343.856077,491308,0.491308,477229,0.477229,371010155,371.010155,4179931,4.179931,165012194,165.012194,27,28,0.9642857142857143,5609347,5.609347,902304854,902.304854,350200393,350.200393,15712684,15.712684
518bd9d2-5da5-4efa-81b2-4d16502a48b8,speculative,1,2,False,4,35,29,http://127.0.0.1:8000,Qwen/Qwen2.5-1.5B-Instruct,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,binary,float32,False,True,40.0,100.0,200.0,,35,11.606884290996037,3015451789,3015.451789,,,1270053624,1270.053624,2005521984,2005.521984,467569031,467.569031,594473,0.594473,604289,0.604289,502589204,502.589204,5158917,5.158917,232462066,232.462066,24,31,0.7741935483870968,7477246,7.477246,957309248,957.309248,475285666,475.285666,18898071,18.898071
055bc1c4-224e-4317-b3d1-993ba9692f42,cloud_target_generate,2,0,True,4,35,30,http://127.0.0.1:8000,Qwen/Qwen2.5-1.5B-Instruct,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,binary,float32,False,True,40.0,100.0,200.0,35,35,37.32548618237376,937697096,937.697096,893693271,893.693271,20364746,20.364746,937117639,937.117639,887243192,887.243192,43639,0.043639,70886,0.070886,895902201,895.902201,33869,0.033869,20799345,20.799345,,,,,,,,,,,
5e7c2cdb-b767-4e95-af48-6bee6c534c82,cloud_target_generate,2,0,False,4,35,30,http://127.0.0.1:8000,Qwen/Qwen2.5-1.5B-Instruct,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,binary,float32,False,True,40.0,100.0,200.0,35,35,37.80091855929692,925903426,925.903426,881780086,881.780086,20299379,20.299379,925275007,925.275007,875033690,875.03369,78172,0.078172,73161,0.073161,884154171,884.154171,33639,0.033639,20771070,20.77107,,,,,,,,,,,
e610ea74-46cb-4ee0-9084-1a247c9d7e58,cloud_target_generate,2,1,False,4,35,30,http://127.0.0.1:8000,Qwen/Qwen2.5-1.5B-Instruct,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,binary,float32,False,True,40.0,100.0,200.0,35,35,38.08238885889834,919059992,919.059992,874983949,874.983949,20286099,20.286099,918605493,918.605493,868574049,868.574049,78808,0.078808,59612,0.059612,877498763,877.498763,33083,0.033083,20771495,20.771495,,,,,,,,,,,
e0e47cbf-7431-453f-9a2a-e189fd98b34e,cloud_target_generate,2,2,False,4,35,30,http://127.0.0.1:8000,Qwen/Qwen2.5-1.5B-Instruct,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,binary,float32,False,True,40.0,100.0,200.0,35,35,39.31930327798819,890148021,890.148021,845853417,845.853417,20390634,20.390634,889579480,889.57948,839542803,839.542803,60646,0.060646,71102,0.071102,848354473,848.354473,34622,0.034622,20783779,20.783779,,,,,,,,,,,
dfcc4bb8-0a47-44b9-93ff-ab282fd70c85,speculative,2,0,True,4,35,30,http://127.0.0.1:8000,Qwen/Qwen2.5-1.5B-Instruct,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,binary,float32,False,True,40.0,100.0,200.0,,35,10.98271141953336,3186826883,3186.826883,,,1424289506,1424.289506,2152891937,2152.891937,462676721,462.676721,520328,0.520328,592022,0.592022,501452187,501.452187,6156260,6.15626,226617036,226.617036,24,37,0.6486486486486487,7859166,7.859166,976355032,976.355032,471933285,471.933285,22850551,22.850551
2e490074-0702-4353-a593-96ebec371043,speculative,2,0,False,4,35,30,http://127.0.0.1:8000,Qwen/Qwen2.5-1.5B-Instruct,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,binary,float32,False,True,40.0,100.0,200.0,,35,10.024861372643791,3491320099,3491.320099,,,1564299539,1564.299539,2360190683,2360.190683,508819259,508.819259,675062,0.675062,656266,0.656266,548421391,548.421391,6371600,6.3716,247042904,247.042904,23,41,0.5609756097560976,5955885,5.955885,1076761207,1076.761207,518222885,518.222885,22049388,22.049388
0eb797cc-58e2-4dc1-b86c-6b27ef9ab107,speculative,2,1,False,4,35,30,http://127.0.0.1:8000,Qwen/Qwen2.5-1.5B-Instruct,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,binary,float32,False,True,40.0,100.0,200.0,,35,10.27049038995819,3407821698,3407.821698,,,1397030313,1397.030313,2135566685,2135.566685,470051975,470.051975,690889,0.690889,592071,0.592071,510788504,510.788504,6327343,6.327343,227315158,227.315158,24,36,0.6666666666666666,5959227,5.959227,1217592880,1217.59288,479419773,479.419773,24091846,24.091846
88744901-4ba3-4aec-8556-b52fe116a19c,speculative,2,2,False,4,35,30,http://127.0.0.1:8000,Qwen/Qwen2.5-1.5B-Instruct,/home/chajiahao/data/hf_models/Qwen2.5-0.5B,binary,float32,False,True,40.0,100.0,200.0,,35,8.79445521257782,3979780345,3979.780345,,,1711484304,1711.484304,2604254211,2604.254211,580226186,580.226186,721389,0.721389,715676,0.715676,625532608,625.532608,7111983,7.111983,266682090,266.68209,22,45,0.4888888888888889,6438303,6.438303,1314760359,1314.760359,590781127,590.781127,24775768,24.775768
